         3899838 function calls (3855501 primitive calls) in 31.884 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 spec.py:103(AbstractFileSystem)
        1    0.000    0.000    0.000    0.000 spec.py:1229(AbstractBufferedFile)
        1    0.000    0.000    0.003    0.003 spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:10(set_conf_env)
        1    0.000    0.000    0.000    0.000 config.py:32(set_conf_files)
        1    0.000    0.000    0.000    0.000 dircache.py:6(DirCache)
        1    0.000    0.000    0.000    0.000 dircache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transaction.py:1(Transaction)
        1    0.000    0.000    0.000    0.000 transaction.py:44(FileActor)
        1    0.000    0.000    0.000    0.000 transaction.py:62(DaskTransaction)
        1    0.000    0.000    0.000    0.000 transaction.py:1(<module>)
       21    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp437.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp437.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 cp437.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:9(ReadOnlyError)
        1    0.000    0.000    0.000    0.000 registry.py:21(__init__)
        1    0.000    0.000    0.000    0.000 registry.py:13(ReadOnlyRegistry)
        4    0.000    0.000    0.045    0.011 registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(FSTimeoutError)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.008    0.008 base_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.001    0.001 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:621(_Local)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:670(_RunningLoop)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1252(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1341(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 selector_events.py:605(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:749(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:987(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mapping.py:7(FSMap)
        1    0.000    0.000    0.000    0.000 mapping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:19(__getattr__)
        2    0.000    0.000    0.001    0.000 blockwise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blockwise.py:309(Blockwise)
        1    0.000    0.000    0.000    0.000 layers.py:345(DataFrameLayer)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layers.py:46(CreateArrayDeps)
        1    0.000    0.000    0.000    0.000 layers.py:67(BlockwiseCreateArray)
        1    0.000    0.000    0.000    0.000 layers.py:23(CallableLazyImport)
        1    0.000    0.000    0.000    0.000 sizeof.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sizeof.py:61(SimpleSizeof)
        1    0.000    0.000    0.000    0.000 layers.py:364(SimpleShuffleLayer)
        1    0.000    0.000    0.000    0.000 layers.py:633(ShuffleLayer)
        1    0.000    0.000    0.000    0.000 layers.py:106(ArrayOverlapLayer)
        1    0.000    0.000    0.000    0.000 blockwise.py:34(BlockwiseDep)
        1    0.000    0.000    0.000    0.000 blockwise.py:100(BlockwiseDepDict)
        1    0.000    0.000    0.004    0.004 __init__.py:162(get_supported_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:236(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:243(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:275(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:288(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:315(UnknownExtra)
        4    0.000    0.000    0.000    0.000 __init__.py:329(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:339(get_provider)
        1    0.000    0.000    0.001    0.001 __init__.py:352(_macos_vers)
        1    0.000    0.000    0.002    0.002 __init__.py:372(get_build_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:487(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:510(IResourceProvider)
        1    0.000    0.000    0.056    0.056 __init__.py:541(__init__)
        1    0.000    0.000    0.056    0.056 __init__.py:554(_build_master)
       20    0.000    0.000    0.101    0.005 __init__.py:596(add_entry)
      293    0.000    0.000    0.000    0.000 __init__.py:653(__iter__)
      586    0.002    0.000    0.003    0.000 __init__.py:670(add)
        1    0.000    0.000    0.000    0.000 __init__.py:893(subscribe)
      292    0.000    0.000    0.000    0.000 __init__.py:907(_added_new)
        1    0.000    0.000    0.000    0.000 __init__.py:538(WorkingSet)
        1    0.000    0.000    0.000    0.000 __init__.py:925(_ReqExtras)
        1    0.000    0.000    0.004    0.004 __init__.py:945(Environment)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1115(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1128(resource_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(ResourceManager)
      586    0.000    0.000    0.001    0.000 __init__.py:1304(safe_name)
      684    0.001    0.000    0.010    0.000 __init__.py:1312(safe_version)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1381(get_resource_filename)
      477    0.000    0.000    0.004    0.000 __init__.py:1393(_get_metadata_path)
      377    0.000    0.000    0.005    0.000 __init__.py:1396(has_metadata)
      100    0.000    0.000    0.011    0.000 __init__.py:1403(get_metadata)
      100    0.000    0.000    0.011    0.000 __init__.py:1416(get_metadata_lines)
      478    0.000    0.000    0.004    0.000 __init__.py:1472(_fn)
      478    0.000    0.000    0.003    0.000 __init__.py:1478(_validate_resource_path)
        1    0.000    0.000    0.000    0.000 __init__.py:1370(NullProvider)
       13    0.000    0.000    0.000    0.000 __init__.py:1564(_parents)
        1    0.000    0.000    0.000    0.000 __init__.py:1578(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1582(_setup_prefix)
        2    0.000    0.000    0.000    0.000 __init__.py:1589(_set_egg)
        1    0.000    0.000    0.000    0.000 __init__.py:1575(EggProvider)
      374    0.000    0.000    0.001    0.000 __init__.py:1598(_has)
      100    0.000    0.000    0.010    0.000 __init__.py:1610(_get)
        1    0.000    0.000    0.000    0.000 __init__.py:1614(_register)
        1    0.000    0.000    0.000    0.000 __init__.py:1595(DefaultProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1638(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1625(EmptyProvider)
        8    0.000    0.000    0.000    0.000 __init__.py:1660(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1650(build)
        1    0.000    0.000    0.000    0.000 __init__.py:1645(ZipManifests)
        4    0.000    0.000    0.000    0.000 __init__.py:1678(load)
        1    0.000    0.000    0.000    0.000 __init__.py:1672(MemoizedZipManifests)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(_zipinfo_name)
        4    0.000    0.000    0.000    0.000 __init__.py:1724(zipinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1831(_index)
        3    0.000    0.000    0.000    0.000 __init__.py:1848(_has)
        1    0.000    0.000    0.000    0.000 __init__.py:1692(ZipProvider)
       10    0.000    0.000    0.000    0.000 __init__.py:1880(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:1886(has_metadata)
       10    0.000    0.000    0.001    0.000 __init__.py:1889(get_metadata)
       10    0.000    0.000    0.000    0.000 __init__.py:1898(_warn_on_replacement)
       10    0.000    0.000    0.001    0.000 __init__.py:1905(get_metadata_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:1868(FileMetadata)
      574    0.000    0.000    0.000    0.000 __init__.py:1929(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1909(PathMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:1937(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1934(EggMetadata)
        4    0.000    0.000    0.000    0.000 __init__.py:1952(register_finder)
       20    0.000    0.000    0.000    0.000 __init__.py:1962(find_distributions)
        4    0.000    0.000    0.000    0.000 __init__.py:1969(find_eggs_in_zip)
        6    0.000    0.000    0.000    0.000 __init__.py:1999(find_nothing)
      584    0.001    0.000    0.029    0.000 __init__.py:2027(<listcomp>)
      584    0.000    0.000    0.031    0.000 __init__.py:2021(_by_version)
       12    0.000    0.000    0.048    0.004 __init__.py:2006(_by_version_descending)
     1904    0.000    0.000    0.003    0.000 __init__.py:2044(<genexpr>)
      596    0.001    0.000    0.007    0.000 __init__.py:2052(<genexpr>)
      596    0.001    0.000    0.098    0.000 __init__.py:2032(find_on_path)
     2476    0.002    0.000    0.006    0.000 __init__.py:2067(dist_factory)
     1308    0.000    0.000    0.000    0.000 __init__.py:2095(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:2087(NoDists)
       12    0.000    0.000    0.002    0.000 __init__.py:2102(safe_listdir)
     1168    0.001    0.000    0.044    0.000 __init__.py:2118(distributions_from_metadata)
        4    0.000    0.000    0.000    0.000 __init__.py:2167(register_namespace_handler)
      694    0.001    0.000    0.021    0.000 __init__.py:2185(_handle_ns)
       10    0.000    0.000    0.001    0.000 __init__.py:2254(declare_namespace)
      292    0.000    0.000    0.021    0.000 __init__.py:2288(fixup_namespace_packages)
      537    0.001    0.000    0.002    0.000 __init__.py:2300(file_ns_handler)
       12    0.000    0.000    0.001    0.000 __init__.py:2327(normalize_path)
       12    0.000    0.000    0.000    0.000 __init__.py:2333(_cygwin_patch)
     4300    0.000    0.000    0.001    0.000 __init__.py:2344(_normalize_cached)
       10    0.000    0.000    0.000    0.000 __init__.py:2352(_is_egg_path)
       10    0.000    0.000    0.000    0.000 __init__.py:2359(_is_zip_egg)
       20    0.000    0.000    0.000    0.000 __init__.py:2367(_is_unpacked_egg)
      414    0.000    0.000    0.002    0.000 __init__.py:2385(yield_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:2414(EntryPoint)
      294    0.000    0.000    0.000    0.000 __init__.py:2551(is_version_line)
       98    0.000    0.000    0.016    0.000 __init__.py:2546(_version_from_file)
      586    0.000    0.000    0.010    0.000 __init__.py:2563(__init__)
      586    0.001    0.000    0.029    0.000 __init__.py:2576(from_location)
      488    0.000    0.000    0.000    0.000 __init__.py:2593(_reload_version)
     1754    0.001    0.000    0.001    0.000 __init__.py:2635(key)
      694    0.001    0.000    0.020    0.000 __init__.py:2763(_get_metadata)
       98    0.000    0.000    0.016    0.000 __init__.py:2768(_get_version)
      292    0.000    0.000    0.029    0.000 __init__.py:2774(activate)
     1086    0.000    0.000    0.001    0.000 __init__.py:2810(__getattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:2825(from_filename)
      292    0.000    0.000    0.001    0.000 __init__.py:2891(<listcomp>)
      292    0.000    0.000    0.002    0.000 __init__.py:2865(insert_on)
        1    0.000    0.000    0.000    0.000 __init__.py:2559(Distribution)
       98    0.000    0.000    0.016    0.000 __init__.py:2977(_reload_version)
        1    0.000    0.000    0.000    0.000 __init__.py:2976(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:2995(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:3087(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:3091(Requirement)
      558    0.000    0.000    0.000    0.000 __init__.py:3143(_always_object)
      558    0.000    0.000    0.001    0.000 __init__.py:3153(_find_adapter)
        2    0.000    0.000    0.131    0.065 __init__.py:3225(_call_aside)
       14    0.000    0.000    0.000    0.000 __init__.py:3235(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:3230(_initialize)
      293    0.000    0.000    0.030    0.000 __init__.py:3268(<genexpr>)
        1    0.000    0.000    0.131    0.131 __init__.py:3242(_initialize_master_working_set)
        1    0.000    0.000    0.000    0.000 __init__.py:3282(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:178(UID)
        1    0.000    0.000    0.000    0.000 plistlib.py:276(__init__)
        1    0.000    0.000    0.001    0.001 plistlib.py:283(parse)
       14    0.000    0.000    0.000    0.000 plistlib.py:298(handle_begin_element)
       14    0.000    0.000    0.000    0.000 plistlib.py:304(handle_end_element)
       39    0.000    0.000    0.000    0.000 plistlib.py:309(handle_data)
        7    0.000    0.000    0.000    0.000 plistlib.py:312(add_object)
       12    0.000    0.000    0.000    0.000 plistlib.py:328(get_data)
        1    0.000    0.000    0.000    0.000 plistlib.py:335(begin_dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:340(end_dict)
        6    0.000    0.000    0.000    0.000 plistlib.py:346(end_key)
        6    0.000    0.000    0.000    0.000 plistlib.py:376(end_string)
        1    0.000    0.000    0.000    0.000 plistlib.py:275(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:390(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:428(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:528(_is_fmt_xml)
        1    0.000    0.000    0.000    0.000 plistlib.py:561(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:569(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:747(_BinaryPlistWriter)
        1    0.000    0.000    0.001    0.001 plistlib.py:993(load)
        1    0.000    0.000    0.004    0.004 plistlib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:16(search_path)
        6    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        3    0.000    0.000    0.016    0.005 __init__.py:29(load_module)
        3    0.000    0.000    0.016    0.005 __init__.py:51(create_module)
        3    0.000    0.000    0.000    0.000 __init__.py:54(exec_module)
        6    0.000    0.000    0.000    0.000 __init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        2    0.000    0.000    0.000    0.000 appdirs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
     2440    0.001    0.000    0.029    0.000 version.py:48(parse)
        1    0.000    0.000    0.000    0.000 version.py:61(InvalidVersion)
     4034    0.001    0.000    0.001    0.000 version.py:76(<lambda>)
     4034    0.001    0.000    0.003    0.000 version.py:74(__lt__)
     8070    0.001    0.000    0.001    0.000 version.py:84(<lambda>)
     8070    0.001    0.000    0.005    0.000 version.py:82(__eq__)
    12104    0.003    0.000    0.006    0.000 version.py:98(_compare)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
     1856    0.001    0.000    0.019    0.000 version.py:107(__init__)
    15474    0.006    0.000    0.010    0.000 version.py:187(_parse_version_parts)
     1856    0.006    0.000    0.018    0.000 version.py:205(_legacy_cmpkey)
     4958    0.001    0.000    0.001    0.000 version.py:282(<genexpr>)
     3124    0.006    0.000    0.015    0.000 version.py:271(__init__)
     2668    0.001    0.000    0.001    0.000 version.py:314(<genexpr>)
        6    0.000    0.000    0.000    0.000 version.py:318(<genexpr>)
      680    0.001    0.000    0.003    0.000 version.py:305(__str__)
      680    0.000    0.000    0.000    0.000 version.py:334(epoch)
      680    0.000    0.000    0.000    0.000 version.py:340(release)
      682    0.000    0.000    0.000    0.000 version.py:346(pre)
      686    0.000    0.000    0.000    0.000 version.py:352(post)
      680    0.000    0.000    0.000    0.000 version.py:357(dev)
        8    0.000    0.000    0.000    0.000 version.py:366(<genexpr>)
      682    0.000    0.000    0.000    0.000 version.py:362(local)
        1    0.000    0.000    0.000    0.000 version.py:267(Version)
     3792    0.000    0.000    0.000    0.000 version.py:420(_parse_letter_version)
        8    0.000    0.000    0.000    0.000 version.py:467(<genexpr>)
     1264    0.000    0.000    0.000    0.000 version.py:461(_parse_local_version)
     1734    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
        8    0.000    0.000    0.000    0.000 version.py:531(<genexpr>)
     1264    0.002    0.000    0.002    0.000 version.py:474(_cmpkey)
        1    0.000    0.000    0.000    0.000 _structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:34(__new__)
        1    0.000    0.000    0.000    0.000 specifiers.py:34(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:40(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
       12    0.000    0.000    0.002    0.000 pyparsing.py:2653(__init__)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
       26    0.000    0.000    0.009    0.000 pyparsing.py:2779(__init__)
       22    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
       61    0.000    0.000    0.001    0.000 pyparsing.py:3292(<listcomp>)
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
   131/65    0.000    0.000    0.001    0.000 pyparsing.py:3365(<listcomp>)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3363(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
    77/62    0.000    0.000    0.000    0.000 pyparsing.py:3434(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
    23/10    0.000    0.000    0.001    0.000 pyparsing.py:3547(parseImpl)
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
    87/79    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3719(__init__)
    24/10    0.000    0.000    0.000    0.000 pyparsing.py:3737(parseImpl)
    36/11    0.000    0.000    0.002    0.000 pyparsing.py:3743(leaveWhitespace)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
      4/3    0.000    0.000    0.000    0.000 pyparsing.py:3859(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
