         3899838 function calls (3855501 primitive calls) in 31.884 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
       30    0.000    0.000    0.000    0.000 numeric.py:1247(_rollaxis_dispatcher)
       30    0.000    0.000    0.000    0.000 numeric.py:1251(rollaxis)
       31    0.000    0.000    0.000    0.000 numeric.py:1865(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2137(identity)
        1    0.000    0.000    0.000    0.000 numeric.py:2182(_allclose_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:2186(allclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2260(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:2344(within_tol)
        1    0.000    0.000    0.000    0.000 numeric.py:2264(isclose)
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
        1    0.000    0.000    0.008    0.008 numeric.py:1(<module>)
      160    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.005    0.003 shape_base.py:1(<module>)
      215    0.000    0.000    0.000    0.000 _asarray.py:23(asarray)
     6120    0.002    0.000    0.004    0.000 _asarray.py:110(asanyarray)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:39(_wrapit)
       62    0.000    0.000    0.000    0.000 fromnumeric.py:52(_wrapfunc)
    11046    0.003    0.000    0.003    0.000 fromnumeric.py:71(<dictcomp>)
    11046    0.010    0.000    0.041    0.000 fromnumeric.py:70(_wrapreduction)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:90(_take_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:94(take)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:1000(_argsort_dispatcher)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:1004(argsort)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:1922(_shape_dispatcher)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:1926(shape)
     7352    0.001    0.000    0.001    0.000 fromnumeric.py:2106(_sum_dispatcher)
     7352    0.005    0.000    0.026    0.000 fromnumeric.py:2111(sum)
     3579    0.000    0.000    0.000    0.000 fromnumeric.py:2251(_any_dispatcher)
     3579    0.003    0.000    0.023    0.000 fromnumeric.py:2256(any)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2350(_all_dispatcher)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2355(all)
       56    0.000    0.000    0.000    0.000 fromnumeric.py:2612(_amax_dispatcher)
       56    0.000    0.000    0.000    0.000 fromnumeric.py:2617(amax)
       56    0.000    0.000    0.000    0.000 fromnumeric.py:2737(_amin_dispatcher)
       56    0.000    0.000    0.000    0.000 fromnumeric.py:2742(amin)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3102(_ndim_dispatcher)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3106(ndim)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3195(_around_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:3199(around)
     2353    0.000    0.000    0.000    0.000 fromnumeric.py:3296(_mean_dispatcher)
     2353    0.008    0.000    0.087    0.000 fromnumeric.py:3301(mean)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:3423(_std_dispatcher)
       13    0.000    0.000    0.002    0.000 fromnumeric.py:3428(std)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:3709(round_)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:45(_sum)
     5079    0.001    0.000    0.008    0.000 _methods.py:53(_any)
        3    0.000    0.000    0.000    0.000 _methods.py:59(_all)
     2366    0.022    0.000    0.023    0.000 _methods.py:65(_count_reduce_items)
     2353    0.017    0.000    0.079    0.000 _methods.py:161(_mean)
       13    0.001    0.000    0.002    0.000 _methods.py:194(_var)
       13    0.000    0.000    0.002    0.000 _methods.py:259(_std)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(take)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
        1    0.000    0.000    0.000    0.000 local.py:542(SynchronousExecutor)
        1    0.000    0.000    0.000    0.000 local.py:583(MultiprocessingPoolExecutor)
        1    0.000    0.000    0.003    0.003 local.py:1(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:40(__getattr__)
        2    0.000    0.000    0.002    0.001 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:56(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:112(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:142(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _base.py:313(Future)
        1    0.000    0.000    0.000    0.000 _base.py:555(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:648(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:6(Callback)
        1    0.000    0.000    0.000    0.000 callbacks.py:116(add_callbacks)
        2    0.000    0.000    0.000    0.000 callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:688(StrComparable)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.008    0.008 tests.py:2(<module>)
        1    0.000    0.000    0.007    0.007 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:139(<listcomp>)
       27    0.000    0.000    0.000    0.000 lexer.py:142(<genexpr>)
       26    0.000    0.000    0.000    0.000 lexer.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 lexer.py:246(Failure)
        4    0.000    0.000    0.000    0.000 lexer.py:263(<genexpr>)
        1    0.000    0.000    0.000    0.000 lexer.py:259(Token)
        1    0.000    0.000    0.000    0.000 lexer.py:299(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 lexer.py:320(TokenStream)
        1    0.000    0.000    0.000    0.000 lexer.py:446(OptionalLStrip)
        1    0.000    0.000    0.000    0.000 lexer.py:459(Lexer)
        1    0.000    0.000    0.003    0.003 lexer.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _identifier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 tasks.py:700(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queues.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layers.py:855(BroadcastJoinLayer)
        1    0.000    0.000    0.000    0.000 layers.py:1150(DataFrameIOLayer)
        1    0.000    0.000    0.000    0.000 layers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 chunk.py:19(keepdims_wrapper)
        1    0.000    0.000    0.000    0.000 chunk.py:1(<module>)
        2    0.000    0.000    0.000    0.000 chunk_types.py:7(register_chunk_type)
        1    0.000    0.000    0.579    0.579 chunk_types.py:1(<module>)
    45/25    0.000    0.000    0.042    0.002 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 types.py:69(new_class)
        1    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        1    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
     2682    0.001    0.000    0.001    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        5    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
     2368    0.004    0.000    0.021    0.000 warnings.py:165(simplefilter)
     2373    0.007    0.000    0.016    0.000 warnings.py:181(_add_filter)
     2394    0.006    0.000    0.006    0.000 warnings.py:437(__init__)
     2394    0.006    0.000    0.007    0.000 warnings.py:458(__enter__)
     2394    0.002    0.000    0.002    0.000 warnings.py:477(__exit__)
        2    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        2    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
       51    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
    51/47    0.000    0.000    0.001    0.000 contextlib.py:108(__enter__)
    51/47    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.001    0.001   31.885   31.885 VisirProcess.py:6(main)
       51    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
       81    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
      330    0.000    0.000    0.000    0.000 contextlib.py:353(__init__)
      330    0.000    0.000    0.000    0.000 contextlib.py:356(__enter__)
      330    0.000    0.000    0.000    0.000 contextlib.py:359(__exit__)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 contextlib.py:479(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
       32    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       32    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:814(dispatch)
       29    0.000    0.000    0.000    0.000 functools.py:846(<lambda>)
       60    0.000    0.000    0.000    0.000 functools.py:837(register)
        6    0.000    0.000    0.000    0.000 functools.py:870(wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:796(singledispatch)
        5    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        1    0.000    0.000    0.000    0.000 __init__.py:189(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:246(<dictcomp>)
