# LAT    LCM    MU    RAD    ERROR    NU
50.50 229.87 57.01 2.25924e-08 1.12962e-09 956.92200
51.50 229.87 57.98 2.22711e-08 1.11356e-09 956.92200
52.50 229.87 58.94 2.21847e-08 1.10923e-09 956.92200
53.50 229.87 59.90 2.22612e-08 1.11306e-09 956.92200
54.50 229.87 60.86 2.21639e-08 1.10820e-09 956.92200
55.50 229.87 61.80 2.17923e-08 1.08962e-09 956.92200
56.50 229.87 62.75 2.14277e-08 1.07138e-09 956.92200
57.50 229.87 63.69 2.10891e-08 1.05445e-09 956.92200
58.50 229.87 64.63 2.07504e-08 1.03752e-09 956.92200
59.50 229.87 65.57 2.04483e-08 1.02241e-09 956.92200
60.50 229.87 66.50 2.02089e-08 1.01044e-09 956.92200
61.50 229.87 67.42 2.00573e-08 1.00286e-09 956.92200
62.50 229.87 68.35 1.98362e-08 9.91809e-10 956.92200
63.50 229.87 69.27 1.94688e-08 9.73440e-10 956.92200
64.50 229.87 70.19 1.89597e-08 9.47986e-10 956.92200
65.50 229.87 71.10 1.84768e-08 9.23840e-10 956.92200
66.50 229.87 72.01 1.80132e-08 9.00660e-10 956.92200
67.50 229.87 72.92 1.75474e-08 8.77372e-10 956.92200
68.50 229.87 73.83 1.70048e-08 8.50239e-10 956.92200
69.50 229.87 74.73 1.64575e-08 8.22873e-10 956.92200
70.50 229.87 75.63 1.59301e-08 7.96505e-10 956.92200
71.50 229.87 76.53 1.54690e-08 7.73449e-10 956.92200
72.50 229.87 77.42 1.50410e-08 7.52051e-10 956.92200
73.50 229.87 78.32 1.46610e-08 7.33052e-10 956.92200
74.50 229.87 79.21 1.43149e-08 7.15744e-10 956.92200
75.50 229.87 80.10 1.39756e-08 6.98782e-10 956.92200
76.50 229.87 80.98 1.36825e-08 6.84127e-10 956.92200
77.50 229.87 81.87 1.34067e-08 6.70334e-10 956.92200
78.50 229.87 82.75 1.31614e-08 6.58070e-10 956.92200
79.50 229.87 83.64 1.29162e-08 6.45811e-10 956.92200
80.50 229.87 84.52 1.26875e-08 6.34376e-10 956.92200
81.50 229.87 85.40 1.24915e-08 6.24573e-10 956.92200
82.50 229.87 86.28 1.23217e-08 6.16085e-10 956.92200
83.50 229.87 87.16 1.21925e-08 6.09623e-10 956.92200
84.50 229.87 88.03 1.20865e-08 6.04325e-10 956.92200
85.50 229.87 88.91 1.19903e-08 5.99513e-10 956.92200
86.50 229.87 89.59 1.19930e-08 5.99649e-10 956.92200
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
 nan   nan  nan      nan      nan      nan
